pc1,pc2,cluster
1.3401255282015014,-0.3942861253361316,5
0.9687465451971539,-0.71871812970841,2
0.4515572484027356,0.20316276073714817,2
1.028087917821983,-0.7118813715636502,5
0.9322554947269898,-0.6513341301048042,2
1.5207981553215395,-0.2595112316902076,5
0.822443616149464,-0.7454010186793619,5
1.4554490122323476,-0.3051333469289689,5
-0.20995052836058936,-0.2264713686627201,4
-0.19349405020448507,-0.31004805094024884,2
1.4554490122323476,-0.3051333469289689,5
-0.19349405020448507,-0.31004805094024884,2
0.4038952711021436,-1.174185805073488,2
0.6000862769556807,0.3994659300598054,5
1.0416452282333373,0.6619260580545899,5
1.0832008342940778,0.943563690549703,5
1.0416452282333373,0.6619260580545899,5
1.3064677943752445,1.0644720962138257,5
1.3064677943752445,1.0644720962138257,5
0.5938104339437162,-1.1180214782730356,5
0.823004963446352,-0.8420140553320843,2
1.3429588448454084,0.9970880966102201,5
0.14361099164362695,0.038155680059893296,2
0.07730725107856273,-0.010423231627106774,2
0.26016062751525004,0.08595465941933607,2
0.5896515238354451,-0.8763766878960545,5
0.5700343095155401,0.45645748875599185,5
1.212434638288099,-0.578355154937334,5
0.31344274697733643,-1.1503981497945839,0
0.7770608548341946,-0.006434553837402865,5
1.0360318606945313,-0.5848802355285726,5
0.5700343095155401,0.45645748875599185,5
1.4554490122323476,-0.3051333469289689,5
1.103277653369669,0.853000602151785,5
1.414639275852512,-0.3972809300311152,5
1.1136305462029352,0.8535040373790049,5
0.8574170895291976,-0.890897780281488,2
1.0533881441991775,0.8276007792590973,5
0.39174989889963274,0.3752023208261256,6
0.8634039832550628,0.664618391276545,5
0.0646887033790251,0.06610897003043821,6
0.4544137998481669,0.22713895046860683,2
0.09710071654116392,-1.4593801701029938,0
0.5711345286118159,-0.8144566085714572,5
0.39174989889963274,0.3752023208261256,6
0.5282607840448205,-1.013958560298883,0
0.16527468748535393,0.279603932447179,6
1.4110140188896352,-0.3647504833604407,5
0.09043628228756173,0.040040282270495345,6
1.3429588448454084,0.9970880966102201,5
0.967334085253783,-0.6729438430436699,2
1.1923050220633808,-0.4990817763056039,5
0.7773499243096683,-0.8359262310262222,2
0.39841433315323493,-1.1242181315473636,0
1.7488186859718706,-0.09697244440841613,5
0.7364143868587023,0.6219014815703071,5
0.9408546496180078,-0.5158148264477365,5
0.7528708650148066,0.5383247992927785,2
0.7580992349684694,0.7165290470194915,5
-0.4247685654280734,-0.3629109581584211,4
0.9918629123590116,-0.5776739291432398,5
1.3429588448454084,0.9970880966102201,5
1.3429588448454084,0.9970880966102201,5
1.7488186859718706,-0.09697244440841613,5
0.967334085253783,-0.6729438430436699,2
0.4962961234140236,-1.054020258748141,5
0.7289454009050645,0.45528859575966624,5
0.3288584029559982,0.17401826693443329,5
0.7335575323634773,0.5543588200280641,5
0.6924543504349004,0.5226725953632719,5
1.5091374944961313,-0.2410599388668514,5
0.23730644884235144,0.21055322934459503,6
0.39174989889963274,0.3752023208261256,6
1.0361365526457595,-0.6116997941427365,5
0.09043628228756173,0.040040282270495345,6
1.00877943472605,0.6967796109875212,5
0.9274561909176803,-0.60859864894403,5
0.4515572484027356,0.20316276073714817,2
0.8099079796301464,0.6448396996312323,5
1.7488186859718706,-0.09697244440841613,5
1.3429588448454084,0.9970880966102201,5
1.5381809478846271,0.4792883925783034,5
0.666020468641712,-1.0081058815993003,2
0.5860030712325496,0.5163866118753963,6
-0.024361920104898682,-1.4181761887466084,0
0.33184105852235357,-1.3084143672219994,2
1.5091374944961313,-0.2410599388668514,5
0.05394523181739763,0.10742428187410104,6
1.4592479853256395,-0.2664597617595392,5
0.26016062751525004,0.08595465941933607,2
0.09043628228756173,0.040040282270495345,6
0.6302767115192976,0.48236074687589975,5
0.8095566492802524,-0.6804786239075191,5
1.2161102672935,-0.5743782344695909,5
1.7123276355017063,-0.029588444804810418,5
0.7979645568546023,0.6288500116396388,5
0.9773457000881719,-0.5831988260513421,5
0.46343032990673627,-1.0191667058152099,5
0.22694716743274948,-1.3491205988545132,0
1.7488186859718706,-0.09697244440841613,5
0.8215686404555548,0.6263884068078757,5
1.7488186859718706,-0.09697244440841613,5
1.227428481582017,-0.46767213421076037,5
0.46343032990673627,-1.0191667058152099,5
0.46343032990673627,-1.0191667058152099,5
0.5447172622009246,-1.0975352425764118,2
0.8229362314070828,0.5275947651094265,5
0.26016062751525004,0.08595465941933607,2
0.8244251919009861,0.6503645965393346,5
0.7235274199894907,0.68682387634215,5
0.46959636041927133,-1.0233106108622814,5
1.3274397229614563,-0.402198583896513,5
0.11737783828337711,-0.09714572488555073,2
1.3429588448454084,0.9970880966102201,5
0.6760320834761008,-0.9183608646069724,5
1.0854376201795286,-0.7283589929996965,2
0.46343032990673627,-1.0191667058152099,5
0.5254256000424125,0.32563632048441604,5
0.4401878586239545,0.3461979175075113,5
1.00877943472605,0.6967796109875212,5
0.6795777790530664,0.3657015480189397,2
1.052571826672241,-0.6935054400667653,2
1.1587307061412686,-0.5557357417258577,2
0.6913206950189066,0.5313762692234468,2
0.05394523181739763,0.10742428187410104,6
0.7611186895559306,-0.6514742205889049,5
1.329401534434054,-0.37671933300801985,5
0.06443030965710878,0.05381495699558371,5
0.9297077238201269,0.7131973029635451,5
0.7364143868587023,0.6219014815703071,5
1.0051541777631732,0.7293100576581956,5
1.1422742279851643,-0.47215905944832903,5
0.7482755544938146,0.453765155534037,5
1.0416452282333373,0.6619260580545899,5
0.9773457000881719,-0.5831988260513421,5
0.3418526733567424,-1.2186693502296715,5
1.228796072533545,-0.5664657759092097,5
1.5588345250277558,-0.2599548323909685,5
0.4515572484027356,0.20316276073714817,2
1.3429588448454084,0.9970880966102201,5
-0.03424119556919436,-0.029094042930368977,4
0.6199238186860317,0.4818573116486798,5
0.2701722423496389,0.17569967641166379,6
1.3429588448454084,0.9970880966102201,5
0.11607007029123462,-0.07819099683497455,2
1.3429588448454084,0.9970880966102201,5
1.7488186859718706,-0.09697244440841613,5
-0.3538528164250938,-0.45584484143121773,2
0.09043628228756173,0.040040282270495345,6
1.3429588448454084,0.9970880966102201,5
1.5588345250277558,-0.2599548323909685,5
0.6344410309568714,0.4873822085567821,5
0.11737783828337711,-0.09714572488555073,2
1.0403008720833335,-0.606678332461854,5
0.7117845040236505,0.5211491551376427,5
1.0051541777631732,0.7293100576581956,5
1.0495891711058856,0.7889271940896675,5
1.4554490122323476,-0.3051333469289689,5
0.12240094291835846,0.08010198071975345,4
0.9687465451971539,-0.71871812970841,2
-0.3748790562575818,-0.3375111352657333,4
0.3911407338228293,0.18751055680764167,5
1.4475050693597995,-0.43213448296404644,5
1.7488186859718706,-0.09697244440841613,5
0.5232376794098391,-1.191206265904187,2
1.2223410901549,-0.5706970805143793,5
0.4150661979325715,0.2705467603407539,2
0.5118682896310581,-1.048171109133824,5
1.1541353956202767,-0.6402953854845992,5
0.23730644884235144,0.21055322934459503,6
1.3502601863214354,-0.32581295484046047,2
0.8574170895291976,-0.890897780281488,2
0.48510529932105406,0.5528458916782119,6
0.18359629608575093,-1.2606577210430647,0
1.1587307061412686,-0.5557357417258577,2
1.5091374944961313,-0.2410599388668514,5
0.7163798145446425,0.6057087988963842,2
0.7153880904937101,-0.9185188338585738,5
0.4205193937358588,0.23175144991030489,2
1.4475050693597995,-0.43213448296404644,5
0.7958669195332976,-0.8978463103508195,2
1.3429588448454084,0.9970880966102201,5
1.3064677943752445,1.0644720962138257,5
0.09043628228756173,0.040040282270495345,6
1.7488186859718706,-0.09697244440841613,5
0.7873615391440572,-0.7461812140338945,5
1.4592479853256395,-0.2664597617595392,5
1.163484276710433,-0.5141053601081892,2
1.7488186859718706,-0.09697244440841613,5
0.09043628228756173,0.040040282270495345,6
1.1422742279851643,-0.47215905944832903,5
0.4276317842929934,0.12012655720403599,5
0.6431662899688134,-0.8835073116740412,5
0.9274561909176803,-0.60859864894403,5
0.4276317842929934,0.12012655720403599,5
1.3429588448454084,0.9970880966102201,5
0.26016062751525004,0.08595465941933607,2
0.8334916254194554,-0.9739339838146003,5
0.6222280766955209,0.3821791694549859,5
1.3429588448454084,0.9970880966102201,5
0.8574170895291976,-0.890897780281488,2
0.6054710947691246,-1.1364727710963918,5
0.6795777790530664,0.3657015480189397,2
1.0360318606945313,-0.5848802355285726,5
1.3429588448454084,0.9970880966102201,5
0.041857163124819574,-1.4779752929593009,0
-0.40049372847180653,-0.31653075233705885,4
0.8991365099530245,-0.7800775321583807,5
0.6054710947691246,-1.1364727710963918,5
-0.36400267800164243,-0.3839147519406646,4
0.1677891164063168,-0.04177586475617377,4
0.6641384846182982,-0.8737511101607692,5
0.60762557908198,-0.881840608175063,5
1.0421978912070664,-0.5890241405756441,5
0.7246714708928621,0.45622676036579995,5
0.8229362314070828,0.5275947651094265,5
0.10322425588659395,-0.059445656143360046,4
0.06673320541642985,0.007938343460245648,4
1.5301096891456158,-0.23130373735357934,5
0.8574170895291976,-0.890897780281488,2
0.26016062751525004,0.08595465941933607,2
1.1658783115861169,-0.474620664280092,5
0.19961125364266266,-0.042412230077755395,4
1.0533881441991775,0.8276007792590973,5
1.1579343687135686,-0.6016218003151694,5
0.8037757705386298,-0.7230021252395822,5
0.9274561909176803,-0.60859864894403,5
-0.11771732052632011,-1.5958197595986947,0
1.5255517258907039,-0.2178808500725391,5
1.3064677943752445,1.0644720962138257,5
0.30525431935504577,0.17647987176619623,5
0.46378514673524385,0.32854152601693964,5
0.4677846266382397,0.21753007797345564,5
0.666020468641712,-1.0081058815993003,2
0.9819564604922107,-0.5853320035661945,5
0.6065679359671168,0.5116419103218265,5
1.5588345250277558,-0.2599548323909685,5
0.967334085253783,-0.6729438430436699,2
0.8209260390590335,-0.8235137806778824,2
0.9408546496180078,-0.5158148264477365,5
0.973500115766318,-0.6770877480907415,2
0.22694716743274948,-1.3491205988545132,0
0.2701722423496389,0.17569967641166379,6
0.6054710947691246,-1.1364727710963918,5
0.5951047196387325,-0.9151719983265038,5
0.5919354548505873,-1.1031426583890898,2
0.22694716743274948,-1.3491205988545132,0
-0.22400636553350828,-0.3455852701827371,2
0.43493312576902043,-1.2027744942466447,2
0.24340364558885372,-1.4326972811320418,2
0.5067812012537348,-1.1076295836266585,5
1.3429588448454084,0.9970880966102201,5
1.1149383141950777,0.8345493093284287,5
0.4351007702466313,0.28673944301467696,5
0.895077010303069,-0.774245483593234,5
0.7163798145446425,0.6057087988963842,2
1.1529746839012935,0.8341057086276679,5
1.472646444025967,-0.17367593926324568,5
0.7600184704596548,0.6194398767385442,5
0.629529418171548,-0.9407218819956945,2
0.629529418171548,-0.9407218819956945,2
0.5918160326653356,-0.3690844576547241,5
1.0971805361453686,-0.5626842717951893,2
0.9952221243146954,-0.6770278186307188,5
0.7976097400260947,-0.7188582201925107,5
0.8024537707525787,-0.9453452946414437,5
-0.3392304411866661,-0.3682330019537423,4
0.041857163124819574,-1.4779752929593009,0
0.6431662899688134,-0.8835073116740412,5
1.212434638288099,-0.578355154937334,5
0.7494965935988378,0.5586198350690254,2
0.6431662899688134,-0.8835073116740412,5
1.5301096891456158,-0.23130373735357934,5
0.0520070247013682,-1.5499053824498539,2
0.11167790442837494,0.09211679238245875,2
1.7488186859718706,-0.09697244440841613,5
0.8574170895291976,-0.890897780281488,2
1.7488186859718706,-0.09697244440841613,5
0.8452345413852956,-0.808259262610093,5
1.2085779685502287,-0.4235801477613289,5
1.7488186859718706,-0.09697244440841613,5
0.8634039832550628,0.664618391276545,5
1.329401534434054,-0.37671933300801985,5
1.0416452282333373,0.6619260580545899,5
1.00877943472605,0.6967796109875212,5
1.414639275852512,-0.3972809300311152,5
0.8229362314070828,0.5275947651094265,5
-0.3903438668952579,-0.38846084182761204,2
0.8596050101617708,0.625944806107115,5
0.8574170895291976,-0.890897780281488,2
0.23730644884235144,0.21055322934459503,6
0.22366957704508597,0.1533386590229418,2
0.7716037673956417,-0.7050835454674224,5
1.3429588448454084,0.9970880966102201,5
-0.17891267369371255,-0.2550600578358768,4
1.196774497559695,-0.4488924140704935,5
1.016080776202077,-0.6261214404631595,2
0.09043628228756173,0.040040282270495345,6
0.5232376794098391,-1.191206265904187,2
0.9248070969778032,-0.7838794447158145,5
0.24340364558885372,-1.4326972811320418,2
1.016080776202077,-0.6261214404631595,2
1.0185938076061138,-0.5865625357438812,5
0.8202608724634123,0.6453431348584521,5
0.561474244127321,0.42111669797496615,2
0.6222280766955209,0.3821791694549859,5
1.4554490122323476,-0.3051333469289689,5
0.5635952264855166,0.46684992966341127,5
0.39174989889963274,0.3752023208261256,6
1.3429588448454084,0.9970880966102201,5
0.23730644884235144,0.21055322934459503,6
-0.14875517519319692,-1.5672310704255379,0
0.666020468641712,-1.0081058815993003,2
